# English → Traditional-Chinese assist derived from pinned CC-CEDICT,
# FrequencyWords English vocabulary, and rime-essay ranking data.
# Curated Hong Kong rows are a separately pinned higher-priority input.
# CC-CEDICT source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# CC-CEDICT source date: 2026-07-12T16:23:25Z
# CC-CEDICT SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# Per-key candidate cap: 3; key length<=32.
english,chinese,freq
adventures,湯姆索亞歷險記,0.2228
adventures,妙妙熊歷險記,0.2096
adventures,歷險,0.2395
adventurous,心猿意馬,0.2309
adversaries,你死我活,0.2407
adversaries,兩虎相爭,0.2267
adversaries,遇強則強,0.2000
adversary,對手,0.6335
adversary,對頭,0.2667
adversary,對抗者,0.2200
adverse,不順,0.2732
adverse,差評,0.3657
adverse,逆流,0.2457
adversity,不幸,0.4003
adversity,厄運,0.2624
adversity,逆境,0.2517
advertise,廣告,0.6839
advertise,宣揚,0.3141
advertise,標榜,0.2885
advertised,應聘,0.3760
advertised,對版,0.2000
advertisement,廣告,0.6839
advertisement,強打,0.2329
advertisement,廣子,0.2000
advertisements,點閱率,0.2000
advertising,廣告宣傳,0.2507
advertising,廣告商,0.2539
advertising,宣傳冊,0.2420
advice,忠告,0.2647
advice,處方,0.2636
advice,勸告,0.2485
advil,異丁苯丙酸,0.2161
advise,觀,0.3773
advise,勸,0.3360
advise,勸說,0.2934
advised,待復,0.2183
adviser,顧問,0.3736
adviser,參議,0.2377
adviser,指導教授,0.2241
advisers,以人廢言,0.2193
advisers,不以人廢言,0.2179
advisers,謀臣如雨,0.2152
advising,指導教授,0.2241
advisor,謀士,0.2339
advisor,諮詢員,0.2319
advisor,荀彧,0.3202
advisors,幕僚,0.2335
advisory,資政,0.2305
advisory,退居二線,0.2129
advisory,髒標,0.2000
advocate,主張,0.4573
advocate,提倡,0.3430
advocate,倡導,0.3014
advocated,法家,0.2427
advocated,人民戰爭,0.2313
advocated,兼愛,0.2287
advocates,縱橫家,0.2278
advocating,復社,0.2270
advocating,李鵬,0.2465
advocating,楊朱,0.2263
aegean,愛琴海,0.2411
aegean,萊斯沃斯島,0.2132
aegean,桑托里尼島,0.2123
aegis,宙斯盾戰鬥系統,0.2000
aegis,白虎觀,0.2000
aerial,天線,0.3558
aerial,航拍,0.2515
aerial,升降機,0.2352
aero-technology,中航技進出口有限責任公司,0.2000
aerobics,有氧運動,0.2993
aerobics,健美操,0.2426
aerobics,有氧健身操,0.2000
aerodynamic,風阻,0.2360
aerodynamic,空氣動力,0.2339
aerodynamic,氣動噪聲,0.2187
aerodynamics,空氣動力學,0.2386
aerodynamics,展弦比,0.2229
aeronautics,航空術,0.2132
aeronautics,機體,0.3561
aeronautics,北京航空航天大學,0.2355
aeroplane,飛行棋,0.2054
aerosol,氣溶膠,0.2319
aerosol,氣霧劑,0.2312
aerosol,煙霧劑,0.2219
aerospace,衛星,0.4679
aerospace,波音,0.2804
aerospace,助推,0.2510
aesop's,伊索寓言,0.2021
aesop's,伊索,0.2329
aesthetic,格,0.5484
aesthetic,美感,0.3893
aesthetic,醫美,0.2415
aesthetics,美學,0.4061
aesthetics,唯美,0.2822
afar,阿法爾,0.2221
afar,阿法爾沙漠,0.2000
afar,來函,0.2507
affable,親和,0.2419
affable,和藹可親,0.2342
affable,和悅,0.2333
affair,事情,0.7031
affair,事,0.6796
affair,務,0.2853
affairs,事體,0.2379
affairs,檔,0.3620
affairs,樁,0.2749
affect,影響,0.7514
affect,作用,0.7113
affect,關係,0.7018
affected,矯情,0.3255
affected,做作,0.2605
affected,造作,0.2428
affecting,拿捏,0.2937
affecting,扭捏,0.2321
affecting,扭扭捏捏,0.2305
affection,愛,0.6596
affection,感情,0.6230
affection,親情,0.3362
affectionate,深情,0.3129
affectionate,多情,0.3091
affectionate,親熱,0.2658
affections,舔狗,0.2732
affections,移情,0.2519
affects,七情,0.2352
affidavit,宣誓書,0.2215
affidavit,切結書,0.2194
affidavit,宣誓供詞證明,0.2000
affiliate,關聯公司,0.2323
affiliate,搭界,0.2292
affiliate,返點,0.2416
affiliated,所屬,0.3235
affiliated,附屬,0.2835
affiliated,屬,0.4059
affiliation,掛靠,0.2666
affiliation,所屬,0.3235
affiliation,號衣,0.2237
affinity,親和力,0.2550
affinity,親和性,0.2291
affinity,緣,0.3369
affirm,肯定,0.6970
affirm,維持原判,0.2300
affirmation,啊,0.7366
affirmative,肯定,0.6970
affirmative,贊成票,0.2317
affirmative,肯定句,0.2273
afflicted,悝,0.2279
afflicted,患處,0.2492
afflicted,新愁舊恨,0.2186
affliction,苦因,0.2246
affliction,閔凶,0.2168
affliction,舊病,0.2304
affluent,富有,0.4016
affluent,寬鬆,0.3866
affluent,豐裕,0.2311
afford,蔚成,0.2237
afford,蔚為大觀,0.2000
afford,買不起,0.3291
affordable,平替,0.2226
affordable,普惠,0.2363
afforded,不逮捕特權,0.2039
affords,柄,0.2684
afghan,阿富汗語,0.2140
afghan,卡爾紮伊,0.2000
afghan,馬蘇德,0.2242
afghanistan,阿,0.5716
afghanistan,阿富汗,0.2770
afghanistan,塔利班,0.2505
afire,燎,0.2375
aflame,點燃,0.3091
afloat,浮著,0.2000
afoot,發軔,0.2292
afoot,篝火狐鳴,0.2177
aforementioned,上述,0.5978
aforementioned,前揭,0.2213
aforementioned,從業者,0.4429
afraid,生怕,0.3340
afraid,恐,0.2889
afraid,凜,0.2436
afresh,重新開始,0.2853
afresh,改過自新,0.2307
afresh,悔過自新,0.2253
africa,非,0.5885
africa,非洲,0.4415
africa,阿非利加洲,0.2158
african,非洲人,0.2325
african,非盟,0.2293
african,非洲聯盟,0.2263
afro,爆炸頭,0.2084
afro-asiatic,科普特語,0.2000
aft,艉,0.2328
aft,船尾,0.2314
after,之後,0.7772
after,後,0.7586
after,以後,0.7483
after-effect,後效,0.2274
after-effects,褪去,0.2550
after-impression,後感覺,0.2336
after-sales,售後服務,0.2965
after-school,安親班,0.2189
after-school,托班,0.2000
after-school,托管班,0.2000
after-sensation,後感覺,0.2336
afterlife,來世,0.2537
afterlife,冥福,0.2213
afterlife,抱恨黃泉,0.2000
aftermath,後果,0.4645
aftermath,後遺症,0.2936
aftermath,殘局,0.2591
afternoon,下午,0.6407
afternoon,午後,0.2737
afternoon,昃,0.2305
aftershave,鬚後水,0.2000
aftershock,餘震,0.2517
aftertaste,回味,0.3059
aftertaste,餘味,0.2325
aftertaste,餘韻,0.2317
afterthought,後感,0.2351
afterward,隨後,0.5664
afterward,打哪兒指哪兒,0.2000
afterwards,然後,0.7787
afterwards,之後,0.7772
afterwards,後,0.7586
ag,西門子公司,0.2304
ag,德國漢莎航空公司,0.2243
ag,蔡司公司,0.2201
again,又,0.7582
again,再,0.7543
again,重新,0.6048
against,反,0.4635
against,蘁,0.2160
against,偏偏,0.4164
agave-based,龍舌蘭,0.2307
age,時代,0.7119
age,年代,0.6639
age,年齡,0.6030
age-inappropriate,畸戀,0.2297
age-old,古老,0.3855
age-old,積弊,0.2293
aged,陳年,0.2661
aged,年老,0.2555
aged,蒼老,0.2518
agencies,外電,0.2411
agency,機構,0.6882
agency,中介,0.4500
agency,機關,0.4166
agenda,議程,0.2525
agenda,議事日程,0.2445
agenda,進取,0.2695
agendas,同床異夢,0.2000
agent,主體,0.5199
agent,中介,0.4500
agent,經紀人,0.3530
agents,喝茶,0.3228
agents,敵特,0.2294
agents,諜戰,0.2136
ages,後代,0.4045
ages,中世紀,0.3526
ages,許久,0.3084
aggravate,加重,0.3319
aggravate,變本加厲,0.2414
aggravate,火上澆油,0.2319
aggravated,寒腿,0.2249
aggravating,可惱,0.2254
aggregate,總數,0.3339
aggregate,砂石,0.2438
aggregate,骨料,0.2326
aggression,鬼子,0.2819
aggression,相爭,0.2356
aggression,外患,0.2334
aggressive,霸氣,0.3149
aggressive,囂張,0.2845
aggressive,過激,0.2527
aggressively,拉拉扯扯,0.2293
aggressor,抗擊,0.2521
aggressor,不平等條約,0.2312
aggressor,血盆大口,0.2307
aggressors,侵略者,0.2455
aggressors,守望相助,0.2276
aggressors,逆夷,0.2148
aggrieved,委屈,0.3910
aggrieved,哀怨,0.2486
aggrieved,窩心,0.2342
agile,靈活,0.5113
agile,敏,0.3518
agile,快捷,0.3088
agility,身手,0.2525
agility,機敏,0.2335
aging,時效,0.2530
aging,老齡化,0.2522
aging,變老,0.2461
agitate,攪拌,0.3294
agitate,點火,0.2891
agitate,鼓動,0.2558
agitated,慌張,0.2722
agitated,燥熱,0.2441
agitated,火辣辣,0.2426
agitation,擾動,0.2612
agitation,躁動,0.2476
agitation,攘臂,0.2220
agnes,史沫特萊,0.2256
ago,之前,0.7621
ago,前,0.6960
ago,以前,0.6939
agonizing,撕心裂肺,0.2462
agony,長痛不如短痛,0.2054
agrarian,恰亞諾夫,0.2000
agree,相應,0.6273
agree,應,0.6077
agree,同意,0.5354
agreeable,投機,0.3470
agreeable,可人,0.2496
agreeable,稱心,0.2365
agreed,過時,0.3262
agreed,中華臺北,0.2334
agreed,頂讓,0.2204
agreeing,契合,0.3374
agreeing,彆扭,0.2865
agreement,合同,0.5621
agreement,協議,0.5581
agreement,合約,0.4039
agreements,和平共處五項原則,0.2277
agrees,好好先生,0.2321
agricultural,農產品,0.3413
agricultural,農學,0.3118
agricultural,農藥,0.2919
agriculture,農業,0.4651
agriculture,農,0.3446
agriculture,農耕,0.2485
aground,擱淺,0.2513
aground,中途擱淺,0.2186
aground,脫淺,0.2000
ah,啊,0.7366
ah,呀,0.7333
ah,於,0.7282
ahab,亞哈,0.2000
ahab,耶洗別,0.2000
ahead,前,0.6960
ahead,前面,0.6881
ahead,前方,0.3693
ahmad,巴希爾,0.2276
ahmed,艾哈邁德,0.2285
ahmed,馬蘇德,0.2242
ahn,安重根,0.2235
ahoy,趣多多,0.2246
ai,哀,0.2685
ai,艾青,0.2319
ai,艾未未,0.2010
ai-based,賽輪思,0.2000
aid,幫助,0.7013
aid,輔助,0.5657
aid,協助,0.3989
aide,佐,0.3261
aide,愛德,0.2343
aide,親信,0.2433
aide-de-camp,參軍,0.2491
aide-de-camp,副官,0.2334
aide-de-camp,侍從官,0.2242
aide-memoire,備忘錄,0.2574
aides,幕僚,0.2335
aides,一朝天子一朝臣,0.2248
aiding,藏污納垢,0.2295
aiding,蚹,0.2154
aids,艾滋病,0.3072
aids,艾滋,0.2553
aids,愛滋,0.2336
ailing,倪桂珍,0.2000
ailment,疾病,0.5786
ailment,毛病,0.4060
ailment,疾,0.2737
aim,目的,0.6536
aim,標的,0.3789
aim,宗旨,0.3077
aimed,指向,0.3914
aimed,針對,0.6892
aimed,民運,0.2349
aiming,泛讀,0.2309
aiming,力爭上游,0.2290
aiming,雙減,0.2000
aimless,漫無目的,0.2449
aimlessly,亂跑,0.2528
aimlessly,鬼混,0.2426
aimlessly,逯,0.2359
aims,德智體美,0.2281
aims,大志,0.2423
aims,八苦,0.2269
ain't,好戲還在後頭,0.2243
ain't,一山不容二虎,0.2000
air,空氣,0.5463
air,氣質,0.5275
air,空,0.5260
air-bubble,氣孔,0.2339
air-conditioned,空調房,0.2000
air-conditioning,空調病,0.2025
air-cool,風冷,0.2146
air-dried,風乾,0.2446
air-dried,臘肉,0.2435
air-dry,風乾,0.2446
air-drying,風乾,0.2446
air-drying,鐵蛋,0.2317
air-raid,防空避難所,0.2000
air-raid,防空避難,0.2000
air-to-air,空空,0.2637
air-to-air,空空導彈,0.2307
air-to-air,空對空導彈,0.2262
air-to-surface,空地,0.2575
air-to-surface,空對地,0.2266
air-to-surface,空地導彈,0.2000
airbag,安全氣囊,0.2451
airbase,屏東,0.2329
airborne,空降,0.2621
airborne,粉塵,0.2498
airborne,沙塵,0.2442
aircraft,機,0.6349
aircraft,航空器,0.2325
aircraft,機型,0.4288
aired,裏番,0.2045
aires,布宜諾斯艾利斯,0.2331
airfield,機場,0.4226
airfield,航空港,0.2314
airfield,起落場,0.2084
airing,四大,0.5071
airing,晾乾,0.2424
airing,廣開言路,0.2269
airline,航空公司,0.3151
airline,改簽,0.2372
airline,航司,0.2000
airliner,班機,0.2419
airliner,協和式客機,0.2000
airliner,協和飛機,0.2000
airlines,誤點,0.2297
airlines,南航,0.2720
airlines,海航,0.2489
airlock,氣閘,0.2246
airlock,氣塞,0.2217
airman,飛賊,0.2311
airmen,飛虎隊,0.2309
airplane,飛機,0.5628
airplane,銀燕,0.2314
airplane,坐,0.5324
airplanes,公務艙,0.2328
airplanes,商務艙,0.2313
airport,機場,0.4226
airport,飛機場,0.2454
airport,空港,0.2448
airports,羽田,0.2292
airs,架子,0.2960
airs,做大,0.3063
airs,裝可愛,0.2320
airship,飛船,0.4334
airship,飛艇,0.2459
airship,齊柏林,0.2286
airspace,上空,0.2754
airspace,空域,0.2312
airspace,巡航,0.2455
airstrip,跑道,0.2589
airtight,悶,0.3663
airtight,密閉,0.2451
airtight,氣密,0.2324
airway,航空線,0.2212
airway,喉管,0.2297
airways,全日空,0.2277
airy,通風,0.3180
airy,僄,0.2184
airy,蓮步,0.2289
aisle,走廊,0.2998
aisle,過道,0.2509
aisle,走道,0.2424
aix-la-chapelle,亞琛,0.2302
aix-la-chapelle,阿亨,0.2208
ajar,虛掩,0.2317
ak,白羊朝,0.2000
ak,卡拉什尼科夫,0.2241
aka,蘇軾,0.5103
aka,馬雲,0.4121
aka,韭菜,0.4038
akane,蕠藘,0.2000
akbar,拉夫桑賈尼,0.2247
akira,黑澤明,0.2793
akita,秋田,0.2413
akita,秋田犬,0.2047
akita,玉川市,0.2057
al,有,0.7903
al,露天,0.2644
al,戈爾,0.2447
al-adha,古爾邦節,0.2261
al-amin,阿明,0.2402
al-bashir,巴希爾,0.2276
al-din,萬年曆,0.2442
al-din,大一統誌,0.2137
al-din,大元大一統誌,0.2129
al-fayed,法耶德,0.2166
al-fitr,開齋節,0.2287
al-fitr,齋戒節,0.2000
al-harakat,阿布沙耶夫,0.2232
al-hijjah,古爾邦節,0.2261
al-husseini,阿拉法特,0.2399
al-islamiyya,阿布沙耶夫,0.2232
al-maliki,馬利基,0.2273
al-mansur,曼蘇爾,0.2251
al-najjari,紮馬剌丁,0.2000
al-qaeda,基地,0.4228
al-qaeda,基地組織,0.2319
al-qaeda,基地恐怖組織,0.2161
al-qudwa,阿拉法特,0.2399
al-saud,阿瓦里德,0.2156
ala,鼻翼,0.2458
ala,賀蘭山紅尾鴝,0.2000
ala,曼陀羅,0.2339
alabama,阿拉巴馬,0.2292
alabama,亞拉巴馬,0.2267
alack,嗚呼,0.2337
aladdin,阿拉丁,0.2351
alai,阿來,0.2316
alai,回力球,0.2195
alai,壁網球,0.2000
alain,阿蘭,0.2449
alain,蜘蛛人,0.2312
alamo,阿拉摩,0.2126
alan,阿蘭,0.2449
alan,譚詠麟,0.2513
alan,圖靈,0.2273
alarm,驚,0.3193
alarm,警報,0.2612
alarm,驚動,0.2590
alarmed,惶惶,0.2360
alarmed,怛,0.2345
alarmed,擔驚受怕,0.2324
alarming,大不了,0.3088
alarming,沒有事,0.2347
alas,唉,0.6426
alas,嗚呼,0.2337
alas,嗚呼哀哉,0.2274
alaska,阿拉斯加,0.2467
alaska,基奈,0.2000
alaska,科奈,0.2000
alaskan,阿拉斯加雪橇犬,0.2000
alba,銀樅,0.2106
alba,三趾濱鷸,0.2000
alba,大白鷺,0.2000
albania,阿,0.5716
albania,阿爾巴尼亞,0.2336
albania,地拉那,0.2252
albanian,阿爾巴尼亞人,0.2220
albanian,列克,0.2000
albany,奧爾巴尼,0.2256
albatross,信天翁,0.2296
albatross,短尾信天翁,0.2000
albatross,黑背信天翁,0.2000
albert,阿爾伯特,0.2307
albert,愛因斯坦,0.3956
albert,魏德邁,0.2214
alberta,阿爾伯塔,0.2267
alberta,艾伯塔,0.2253
alberta,艾爾伯塔,0.2146
alberto,藤森,0.2279
albino,白子,0.2304
albino,天老兒,0.2000
albright,奧爾布賴特,0.2250
album,專輯,0.5960
album,特輯,0.2450
album,唱片,0.3757
albums,灌製,0.2269
alchemist,方士,0.2318
alchemist,煉金術士,0.2000
alchemist,帕拉塞爾蘇斯,0.2009
alchemy,煉金術,0.2000
alchemy,爐火純青,0.2365
alchemy,內丹,0.2349
alcohol,醇,0.2650
alcohol,八加一,0.2000
alcohol,醇酸,0.2319
alcohol-based,酒精洗手液,0.2000
alcohol-induced,斷片兒,0.2016
alcoholic,酒精性,0.2331
alcoholic,酒蒙子,0.2017
alcoholic,酒,0.4869
alcoholism,酒精中毒,0.2316
alder,榿,0.2300
alder,榿木,0.2014
alder,赤楊,0.2244
alderman,市議員,0.2286
aldous,赫胥黎,0.2279
aldous,美麗新世界,0.2309
ale,麥酒,0.2264
ale,薑汁,0.2332
alejandro,卡斯特羅,0.2413
aleksandr,高爾察克,0.2250
aleksandr,盧卡申科,0.2239
alert,乖,0.5949
alert,靈,0.3891
alert,警惕,0.3257
alexander,亞歷山大,0.2931
alexander,亞歷山大大帝,0.2292
alexander,鮑羅廷,0.2243
alexandre,大仲馬,0.2297
alexandria,亞歷山大,0.2931
alexandria,亞歷山大里亞,0.2216
alexandria,歐幾里得,0.2266
alexis,阿列克西斯,0.2103
alfa,阿法羅密歐,0.2032
alfalfa,苜蓿,0.2359
alfred,亞弗烈,0.2057
alfred,瓦德西,0.2235
alfred,魏格納,0.2231
algae,藻類,0.2346
algae,胞藻,0.2217
algae,螺旋藻,0.2425
algebra,代數,0.2570
algebra,代數學,0.2278
algebra,線性代數,0.3176
algeria,阿,0.5716
algeria,阿爾及利亞,0.2349
algeria,阿爾及爾,0.2294
algerian,阿爾及利亞人,0.2217
algerian,代利斯,0.2032
algiers,阿爾及爾,0.2294
algonquin,阿爾袞琴,0.2095
algorithm,算法,0.6591
algorithm,演算法,0.2239
algorithm,反傳算法,0.2102
ali,阿里,0.5833
ali,阿里巴巴,0.4352
ali,阿拉塔斯,0.2105
alias,假名,0.2546
alias,別名,0.2542
alias,化名,0.2474
alice,愛麗絲,0.2727
alice,愛莉絲,0.2279
alice,愛麗絲漫遊奇境記,0.2239
alien,外星,0.2752
alien,異己,0.2320
alien,番客,0.2000
alienate,疏遠,0.2544
alienate,黨同伐異,0.2253
alienated,疏離,0.2409
alienated,遠人,0.2285
alienation,異化,0.2866
alienation,疏離,0.2409
alienation,薄厚,0.2292
alight,熰,0.2163
align,對位,0.3090
align,對齊,0.3020
align,接軌,0.2769
aligned,結盟,0.2542
alignment,對位,0.3090
alignment,對準,0.2918
alignment,隊列,0.2751
alike,同,0.6281
alike,仿佛,0.5586
alike,彷彿,0.5586
alimony,生活費,0.3705
alimony,贍養費,0.2304
alive,活,0.4939
alive,活著,0.2000
alive,健在,0.2429
alkali-resistant,耐鹼,0.2314
alkaline,鹼性,0.2558
alkaline,鹵,0.2404
alkaline,鹼水,0.2295
all,都,0.7856
all,一,0.7587
all,所有,0.7500
all-around,全面,0.6220
all-boys,男校,0.2281
all-china,中華全國總工會,0.2307
all-china,中華全國體育總會,0.2253
all-china,中華全國婦女聯合會,0.2000
all-conquering,戰無不勝,0.2334
all-embracing,包羅萬象,0.2327
all-embracing,細大不捐,0.2167
all-embracing,兼容並包,0.2000
all-encompassing,無所不包,0.2296
all-girls,女校,0.2316
all-girls,女高,0.2000
all-important,死要面子,0.2312
all-inclusive,一攬子,0.2420
all-inclusive,包羅萬象,0.2327
all-inclusive,總括,0.2300
all-night,守夜,0.2332
all-nighter,刷夜,0.2059
all-out,全力,0.3521
all-out,一錘子買賣,0.2266
all-out,狠勁,0.2092
all-pervading,坱,0.2160
all-pervasive,鋪天蓋地,0.2808
all-powerful,叱咤風雲,0.2000
all-powerful,安德海,0.2268
all-powerful,錢能通神,0.2212
all-purpose,萬能,0.3604
all-purpose,中筋麵粉,0.2000
all-round,全能,0.3322
all-round,多方位,0.2331
all-round,素質教育,0.2713
all-rounder,兼優,0.2339
all-rounder,全才,0.2333
all-rounder,多面手,0.2317
all-seeing,慧眼,0.2482
all-terrain,全地形車,0.2000
all-time,歷來,0.2751
all-time,谷底,0.2498
all-time,歷史新高,0.2368
all-weather,全天候,0.2485
all-wheel,全輪驅動,0.2276
all-you-can-eat,吃到飽,0.2000
allah,阿拉,0.2748
allah,真主,0.2425
allah,安拉,0.2334
allan,阿蘭,0.2449
allegation,抗辯,0.2373
allegations,爆料,0.3237
allegations,倒扁,0.2284
alleged,兇嫌,0.2260
alleged,據聞,0.2296
allegedly,據稱,0.2511
allegedly,呂不韋,0.2417
allegedly,摸金校尉,0.2000
allegiance,擁戴,0.2390
allegiance,臣服,0.2353
allegiance,歸順,0.2326
allegory,喻,0.2788
allegory,寓言,0.2533
allegory,諷喻,0.2277
allegro,快板,0.2339
allegro,懶音,0.2000
allen,阿蘭,0.2449
allen,內六角扳手,0.2008
allen,翟理斯,0.2171
allergic,過敏,0.3864
allergic,過敏性,0.2489
allergic,過敏反應,0.2416
allergy,變態反應,0.2333
alleviate,緩解,0.5252
alleviate,減輕,0.4212
alleviate,舒緩,0.2980
alley,弄,0.6339
alley,巷,0.2840
alley,小巷,0.2563
alley-oop,空中接力,0.2028
alleys,大街小巷,0.2520
alleys,街巷,0.2404
alleys,街頭巷尾,0.2328
alleyway,萬人空巷,0.2297
alliance,聯盟,0.5665
alliance,聯合,0.5188
alliance,同盟,0.2748
alliances,結成,0.2611
alliances,會盟,0.2329
alliances,國共合作,0.2309
allied,聯軍,0.2815
allied,盟軍,0.2650
allied,結盟,0.2542
allies,盟國,0.2398
allies,協約國,0.2286
allies,離間,0.2349
alligator,鱷魚,0.2676
alligator,鱷,0.2397
alligator,短吻鱷,0.2028
alligators,魚,0.5016
allocate,分,0.6490
allocate,配置,0.6384
allocate,分配,0.5247
allocated,分區,0.3583
allocated,展位,0.2645
allocated,包乾,0.2397
allocation,配置,0.6384
allocation,編制,0.3910
allocation,定編,0.2288
allotment,分成,0.4858
allotted,期限,0.3912
allotted,展位,0.2645
allotted,份兒,0.2404
allow,給,0.7704
allow,得,0.7401
allow,聽,0.6575
allowance,貼,0.5208
allowance,補貼,0.4860
allowance,補助,0.3127
allowances,諒解,0.2746
allowances,酌情,0.2525
allowances,六親不認,0.2294
allowed,雙獨,0.2229
allowed,許嫁,0.2226
allowed,不得,0.5097
allowing,印鈕,0.2222
allowing,印紐,0.2181
allowing,印鼻,0.2115
allows,短板,0.3899
allows,彈幕,0.3661
allows,主動權,0.2732
alloy,合金,0.2835
alloy,青銅,0.2969
alloy,鋁合金,0.2734
alloys,有色金屬,0.2674
alloys,黑色金屬,0.2340
alls,三光政策,0.2009
allure,拉力,0.2736
allure,賣風流,0.2140
alluring,誘人,0.2932
alluring,妖嬈,0.2534
alluring,妖媚,0.2340
ally,盟,0.2997
ally,盟友,0.2876
ally,友邦,0.2476
alma,母校,0.3289
alma,留校,0.2484
almanac,工具書,0.2549
almanac,年鑑,0.2500
almanac,曆書,0.2281
almighty,大能,0.2335
almond,杏,0.2640
almond,杏仁,0.2511
almond,扁桃,0.2291
almond-shaped,鳳眼,0.2311
almost,幾乎,0.6997
almost,快,0.6980
almost,差不多,0.6807
alms,砵,0.2286
alms,釪,0.2200
alms,缽盂,0.2007
aloe,蘆薈,0.2565
aloft,高高在上,0.2887
aloft,扛,0.2797
aloft,聳立,0.2442
alois,阿爾茨海默,0.2308
alois,本篤十六世,0.2259
alone,一個人,0.6945
alone,單獨,0.5672
alone,單個,0.4171
along,順,0.3673
along,緣,0.3369
along,沿,0.3176
alongside,並肩,0.2521
alongside,在旁,0.2424
alongside,排比,0.2322
aloof,高冷,0.2882
aloof,矜持,0.2602
aloof,無動於衷,0.2521
aloud,高聲,0.2539
aloud,讀,0.5464
aloud,唸,0.3393
alpaca,羊駝,0.2290
alpha,阿爾法,0.2666
alpha,甲型,0.2440
alpha,天樞,0.2303
alphabet,字母表,0.2289
alphabet,拉丁文字,0.2199
alphabet,字母,0.4513
alphabetical,字母順序,0.2299
alpine,高山,0.3089
alpine,瀘沽湖,0.2443
alpine,高山區,0.2240
alps,阿爾卑斯,0.2356
alps,布萊德湖,0.2000
already,都,0.7856
already,已經,0.7726
already,已,0.6894
als,漸凍症,0.2000
als,漸凍人症,0.2000
alsace,阿爾薩斯,0.2662
alsatian,德雷福斯,0.2230
altar,壇,0.2826
altar,祭壇,0.2471
altar,聖餐檯,0.2109
alter,改變,0.6892
alter,改,0.6432
alter,修改,0.6096
alteration,變音,0.2280
alteration,鐵帽子王,0.2020
altercation,口角,0.2452
altercation,掐架,0.2383
altercation,姑奶奶,0.2328
altered,變音,0.2280
altered,變造幣,0.2205
alternate,錯,0.6184
alternate,迭代,0.4360
alternate,變換,0.3986
alternating,電波,0.2478
alternating,交流電,0.2401
alternating,乍暖還寒,0.2314
alternative,選擇,0.7734
alternative,選項,0.5543
alternative,另類,0.3026
alternatively,再不,0.2856
alternatively,再不然,0.2064
alternatively,春秋五霸,0.2265
alternatives,只有,0.7641
alternatives,除了,0.7582
alternatives,飢不擇食,0.2296
although,雖然,0.7707
although,儘管,0.6432
although,雖說,0.4392
altitude,高度,0.5882
altitude,高程,0.2425
altitude,高反,0.2303
alto,二胡,0.3335
alto,中阮,0.2261
altogether,一起,0.7124
altogether,一共,0.5417
altogether,共,0.5123
altruism,忘我,0.2471
altruism,利他,0.2327
altruism,捨己,0.2324
altruistic,無私,0.2713
altruistic,利他行為,0.2000
alum,礬,0.2373
alum,明礬,0.2318
alum,白礬,0.2287
aluminium,硅鋁質,0.2156
aluminum,鋁,0.3061
aluminum,鋁合金,0.2734
aluminum,氧化鋁,0.2484
alva,愛迪生,0.2420
always,一直,0.7369
always,向,0.7042
always,老,0.6819
always-on,息屏顯示,0.2000
aly,哈梅內伊,0.2303
alzheimer,阿爾茨海默,0.2308
alzheimer's,阿爾茨海默病,0.2298
alzheimer's,阿爾茨海默氏症,0.2236
alzheimer's,阿茲海默症,0.2215
am,午時,0.2334
